#EXPORTTYPE:                 ,DATA SINGLE                   
#FILE:                       ,UA1-2_1-50Kmin-PtY2O3.ngb-dd9 
#FORMAT:                     ,NETZSCH5                      
#FTYPE:                      ,ANSI                          
#IDENTITY:                   ,UA2-1_1-50Kmin-PtY2O3         
#DECIMAL:                    ,POINT                         
#SEPARATOR:                  ,COMMA                         
#MTYPE:                      ,DSC                           
#INSTRUMENT:                 ,NETZSCH DSC 404F3             
#PROJECT:                    ,NRL-Ti                        
#DATE/TIME:                  ,7/29/2020 10:25:10 AM (UTC-4) 
#CORR. FILE:                 ,Correction-PtRh+Y2O3-3.ngb-bd9
#TEMPCAL:                    ,TCALZERO.TMX                  
#SENSITIVITY:                ,SENSZERO.EXX                  
#LABORATORY:                 ,Short Lab                     
#OPERATOR:                   ,CH                            
#REMARK:                     ,                              
#SAMPLE:                     ,PtRh+Y2O3                     
#SAMPLE MASS /mg:            ,121.4                         
#MATERIAL:                   ,NA                            
#REFERENCE:                  ,PtRh+Y2O3                     
#REFERENCE MASS /mg:         ,0                             
#TYPE OF CRUCIBLE:           ,DSC/TG pan Pt-Rh              
#SAMPLE CRUCIBLE MASS /mg:   ,427.2                         
#REFERENCE CRUCIBLE MASS /mg:,460.8                         
#PROTECTIVE GAS:             ,ARGON                         
#FLOW RATE /(ml/min):        ,50                            
#PURGE GAS 1:                ,<no gas>                      
#FLOW RATE 1:                ,                              
#PURGE GAS 2:                ,ARGON                         
#FLOW RATE 2 /(ml/min):      ,50                            
#M.RANGE /µV:                ,5000                          
#TAU-R:                      ,---                           
#CORR. CODE:                 ,020                           
#EXO:                        ,+1                            
#RANGE:                      ,20°C/50.0(K/min)/1000°C       
#SEGMENT:                    ,S16/24                        
#SEG. 16:                    ,20°C/50.0(K/min)/1000°C       

##Temp./°C,Time/min,DSC/(uV/mg),Sensit./(uV/mW)
 39.58000,380.61667, 6.328503e-002,1.00000
 39.57100,380.62000, 6.327875e-002,1.00000
 39.57000,380.62333, 6.325989e-002,1.00000
 39.56500,380.62667, 6.325361e-002,1.00000
 39.56200,380.63000, 6.325361e-002,1.00000
 39.55700,380.63333, 6.324104e-002,1.00000
 39.55000,380.63667, 6.325361e-002,1.00000
 39.54800,380.64000, 6.327246e-002,1.00000
 39.54500,380.64333, 6.325361e-002,1.00000
 39.54300,380.64667, 6.319705e-002,1.00000
 39.53500,380.65000, 6.317191e-002,1.00000
 39.53200,380.65333, 6.319705e-002,1.00000
 39.52600,380.65667, 6.314049e-002,1.00000
 39.52500,380.66000, 6.313420e-002,1.00000
 39.51900,380.66333, 6.309021e-002,1.00000
 39.51400,380.66667, 6.310278e-002,1.00000
 39.50800,380.67000, 6.310278e-002,1.00000
 39.50700,380.67333, 6.302737e-002,1.00000
 39.50200,380.67667, 6.302737e-002,1.00000
 39.49800,380.68000, 6.302108e-002,1.00000
 39.49400,380.68333, 6.301480e-002,1.00000
 39.48900,380.68667, 6.298337e-002,1.00000
 39.48500,380.69000, 6.298337e-002,1.00000
 39.48000,380.69333, 6.297709e-002,1.00000
 39.47700,380.69667, 6.297709e-002,1.00000
 39.47400,380.70000, 6.292053e-002,1.00000
 39.47100,380.70333, 6.287654e-002,1.00000
 39.46500,380.70667, 6.288911e-002,1.00000
 39.46300,380.71000, 6.284511e-002,1.00000
 39.45600,380.71333, 6.283255e-002,1.00000
 39.45300,380.71667, 6.280112e-002,1.00000
 39.45000,380.72000, 6.275085e-002,1.00000
 39.44700,380.72333, 6.273199e-002,1.00000
 39.44300,380.72667, 6.271314e-002,1.00000
 39.43700,380.73000, 6.272571e-002,1.00000
 39.43200,380.73333, 6.273828e-002,1.00000
 39.42900,380.73667, 6.266286e-002,1.00000
 39.42600,380.74000, 6.261259e-002,1.00000
 39.42300,380.74333, 6.261259e-002,1.00000
 39.41700,380.74667, 6.260002e-002,1.00000
 39.41500,380.75000, 6.258117e-002,1.00000
 39.41000,380.75333, 6.258745e-002,1.00000
 39.40600,380.75667, 6.257488e-002,1.00000
 39.40300,380.76000, 6.253717e-002,1.00000
 39.40200,380.76333, 6.251204e-002,1.00000
 39.40100,380.76667, 6.246804e-002,1.00000
 39.39300,380.77000, 6.245548e-002,1.00000
 39.39000,380.77333, 6.243662e-002,1.00000
 39.38700,380.77667, 6.242405e-002,1.00000
 39.38300,380.78000, 6.240520e-002,1.00000
 39.37800,380.78333, 6.234235e-002,1.00000
 39.37600,380.78667, 6.231722e-002,1.00000
 39.37200,380.79000, 6.226694e-002,1.00000
 39.37400,380.79333, 6.223552e-002,1.00000
 39.36600,380.79667, 6.226066e-002,1.00000
 39.36400,380.80000, 6.224180e-002,1.00000
 39.35800,380.80333, 6.217896e-002,1.00000
 39.36000,380.80667, 6.210983e-002,1.00000
 39.35500,380.81000, 6.209097e-002,1.00000
 39.34900,380.81333, 6.205327e-002,1.00000
 39.34700,380.81667, 6.200299e-002,1.00000
 39.34400,380.82000, 6.195900e-002,1.00000
 39.33800,380.82333, 6.192758e-002,1.00000
 39.34000,380.82667, 6.187730e-002,1.00000
 39.33400,380.83000, 6.182702e-002,1.00000
 39.33200,380.83333, 6.179560e-002,1.00000
 39.32800,380.83667, 6.170762e-002,1.00000
 39.32500,380.84000, 6.165106e-002,1.00000
 39.32300,380.84333, 6.160078e-002,1.00000
 39.32200,380.84667, 6.156936e-002,1.00000
 39.31600,380.85000, 6.154422e-002,1.00000
 39.31500,380.85333, 6.153165e-002,1.00000
 39.31100,380.85667, 6.148138e-002,1.00000
 39.31100,380.86000, 6.141853e-002,1.00000
 39.30800,380.86333, 6.133683e-002,1.00000
 39.30400,380.86667, 6.124885e-002,1.00000
 39.30100,380.87000, 6.118600e-002,1.00000
 39.29800,380.87333, 6.111059e-002,1.00000
 39.29400,380.87667, 6.103518e-002,1.00000
 39.29200,380.88000, 6.097862e-002,1.00000
 39.29200,380.88333, 6.093462e-002,1.00000
 39.29200,380.88667, 6.082779e-002,1.00000
 39.29200,380.89000, 6.076494e-002,1.00000
 39.28700,380.89333, 6.075866e-002,1.00000
 39.28500,380.89667, 6.068324e-002,1.00000
 39.28400,380.90000, 6.060154e-002,1.00000
 39.28300,380.90333, 6.053242e-002,1.00000
 39.27800,380.90667, 6.043815e-002,1.00000
 39.27600,380.91000, 6.035016e-002,1.00000
 39.27500,380.91333, 6.026219e-002,1.00000
 39.27500,380.91667, 6.021191e-002,1.00000
 39.27200,380.92000, 6.007993e-002,1.00000
 39.26700,380.92333, 5.999824e-002,1.00000
 39.26900,380.92667, 5.989768e-002,1.00000
 39.26900,380.93000, 5.981598e-002,1.00000
 39.26600,380.93333, 5.974686e-002,1.00000
 39.26500,380.93667, 5.962117e-002,1.00000
 39.26300,380.94000, 5.947033e-002,1.00000
 39.25900,380.94333, 5.940120e-002,1.00000
 39.26200,380.94667, 5.930693e-002,1.00000
 39.26100,380.95000, 5.918753e-002,1.00000
 39.26100,380.95333, 5.909326e-002,1.00000
 39.26000,380.95667, 5.896128e-002,1.00000
 39.26000,380.96000, 5.881674e-002,1.00000
 39.25900,380.96333, 5.872247e-002,1.00000
 39.25600,380.96667, 5.864077e-002,1.00000
 39.25500,380.97000, 5.855908e-002,1.00000
 39.25500,380.97333, 5.843339e-002,1.00000
 39.25400,380.97667, 5.830769e-002,1.00000
 39.25700,380.98000, 5.820086e-002,1.00000
 39.25400,380.98333, 5.803118e-002,1.00000
 39.25300,380.98667, 5.789920e-002,1.00000
 39.25400,380.99000, 5.776723e-002,1.00000
 39.25400,380.99333, 5.758498e-002,1.00000
 39.25100,380.99667, 5.736502e-002,1.00000
 39.25400,381.00000, 5.722047e-002,1.00000
 39.25500,381.00333, 5.708850e-002,1.00000
 39.25500,381.00667, 5.693139e-002,1.00000
 39.25600,381.01000, 5.674285e-002,1.00000
 39.25600,381.01333, 5.661716e-002,1.00000
 39.25700,381.01667, 5.647890e-002,1.00000
 39.25900,381.02000, 5.626523e-002,1.00000
 39.25700,381.02333, 5.615839e-002,1.00000
 39.25700,381.02667, 5.598243e-002,1.00000
 39.25800,381.03000, 5.585045e-002,1.00000
 39.26000,381.03333, 5.566192e-002,1.00000
 39.25900,381.03667, 5.544824e-002,1.00000
 39.26200,381.04000, 5.524085e-002,1.00000
 39.26300,381.04333, 5.509631e-002,1.00000
 39.26300,381.04667, 5.490149e-002,1.00000
 39.26600,381.05000, 5.468782e-002,1.00000
 39.26600,381.05333, 5.448043e-002,1.00000
 39.26600,381.05667, 5.427304e-002,1.00000
 39.27100,381.06000, 5.407822e-002,1.00000
 39.27200,381.06333, 5.383313e-002,1.00000
 39.27200,381.06667, 5.361945e-002,1.00000
 39.27400,381.07000, 5.343092e-002,1.00000
 39.27600,381.07333, 5.322353e-002,1.00000
 39.27900,381.07667, 5.299100e-002,1.00000
 39.28000,381.08000, 5.274591e-002,1.00000
 39.28400,381.08333, 5.255737e-002,1.00000
 39.28800,381.08667, 5.229971e-002,1.00000
 39.28900,381.09000, 5.209231e-002,1.00000
 39.29300,381.09333, 5.186607e-002,1.00000
 39.29300,381.09667, 5.159583e-002,1.00000
 39.29700,381.10000, 5.131932e-002,1.00000
 39.29900,381.10333, 5.103651e-002,1.00000
 39.30300,381.10667, 5.081656e-002,1.00000
 39.30600,381.11000, 5.057774e-002,1.00000
 39.31100,381.11333, 5.028866e-002,1.00000
 39.31100,381.11667, 5.001214e-002,1.00000
 39.31600,381.12000, 4.974819e-002,1.00000
 39.32100,381.12333, 4.944653e-002,1.00000
 39.32300,381.12667, 4.913859e-002,1.00000
 39.32800,381.13000, 4.885579e-002,1.00000
 39.33300,381.13333, 4.852271e-002,1.00000
 39.33400,381.13667, 4.822106e-002,1.00000
 39.34000,381.14000, 4.795082e-002,1.00000
 39.34300,381.14333, 4.768059e-002,1.00000
 39.34700,381.14667, 4.732237e-002,1.00000
 39.35100,381.15000, 4.700186e-002,1.00000
 39.35700,381.15333, 4.670021e-002,1.00000
 39.36100,381.15667, 4.637970e-002,1.00000
 39.36900,381.16000, 4.607804e-002,1.00000
 39.37300,381.16333, 4.575753e-002,1.00000
 39.37800,381.16667, 4.549987e-002,1.00000
 39.38100,381.17000, 4.510394e-002,1.00000
 39.38600,381.17333, 4.475829e-002,1.00000
 39.39200,381.17667, 4.441893e-002,1.00000
 39.40000,381.18000, 4.405443e-002,1.00000
 39.40200,381.18333, 4.368364e-002,1.00000
 39.40900,381.18667, 4.330657e-002,1.00000
 39.41300,381.19000, 4.294835e-002,1.00000
 39.42200,381.19333, 4.257757e-002,1.00000
 39.42700,381.19667, 4.220678e-002,1.00000
 39.43700,381.20000, 4.181714e-002,1.00000
 39.44000,381.20333, 4.143378e-002,1.00000
 39.44700,381.20667, 4.102529e-002,1.00000
 39.45300,381.21000, 4.061680e-002,1.00000
 39.45900,381.21333, 4.022087e-002,1.00000
 39.47000,381.21667, 3.979981e-002,1.00000
 39.47400,381.22000, 3.939132e-002,1.00000
 39.48100,381.22333, 3.895140e-002,1.00000
 39.48900,381.22667, 3.851777e-002,1.00000
 39.49700,381.23000, 3.807157e-002,1.00000
 39.50400,381.23333, 3.765051e-002,1.00000
 39.51200,381.23667, 3.719174e-002,1.00000
 39.52000,381.24000, 3.678324e-002,1.00000
 39.52600,381.24333, 3.632448e-002,1.00000
 39.53400,381.24667, 3.582800e-002,1.00000
 39.54200,381.25000, 3.533781e-002,1.00000
 39.55400,381.25333, 3.496074e-002,1.00000
 39.56100,381.25667, 3.455853e-002,1.00000
 39.56900,381.26000, 3.406834e-002,1.00000
 39.57900,381.26333, 3.355301e-002,1.00000
