#EXPORTTYPE:                 ,DATA SINGLE                     
#FILE:                       ,Correction-PtRh+Y2O3-3_4.ngb-bd9
#FORMAT:                     ,NETZSCH5                        
#FTYPE:                      ,ANSI                            
#IDENTITY:                   ,Corr3-4                         
#DECIMAL:                    ,POINT                           
#SEPARATOR:                  ,COMMA                           
#MTYPE:                      ,DSC                             
#INSTRUMENT:                 ,NETZSCH DSC 404F3               
#PROJECT:                    ,NRL-Ti                          
#DATE/TIME:                  ,9/3/2020 1:38:52 PM (UTC-4)     
#CORR. FILE:                 ,                                
#TEMPCAL:                    ,TCALZERO.TMX                    
#SENSITIVITY:                ,SENSZERO.EXX                    
#LABORATORY:                 ,Short Lab                       
#OPERATOR:                   ,CH                              
#REMARK:                     ,                                
#SAMPLE:                     ,PtRh+Y2O3                       
#SAMPLE MASS /mg:            ,0                               
#MATERIAL:                   ,NA                              
#REFERENCE:                  ,PtRh+Y2O3                       
#REFERENCE MASS /mg:         ,0                               
#TYPE OF CRUCIBLE:           ,DSC/TG pan Pt-Rh                
#SAMPLE CRUCIBLE MASS /mg:   ,427.1                           
#REFERENCE CRUCIBLE MASS /mg:,460.7                           
#PROTECTIVE GAS:             ,ARGON                           
#FLOW RATE /(ml/min):        ,50                              
#PURGE GAS 1:                ,<no gas>                        
#FLOW RATE 1:                ,                                
#PURGE GAS 2:                ,ARGON                           
#FLOW RATE 2 /(ml/min):      ,50                              
#M.RANGE /µV:                ,5000                            
#TAU-R:                      ,---                             
#CORR. CODE:                 ,000                             
#EXO:                        ,+1                              
#RANGE:                      ,40°C/50.0(K/min)/600°C          
#SEGMENT:                    ,S1/24                           
#SEG. 1:                     ,40°C/50.0(K/min)/600°C          

##Temp./°C,Time/min,DSC/uV,Sensit./(uV/mW)
 39.08900, 0.00000, -33.49458,1.00000
 39.09800, 0.00333, -33.48771,1.00000
 39.10500, 0.00667, -33.48542,1.00000
 39.11100, 0.01000, -33.48085,1.00000
 39.11400, 0.01333, -33.47627,1.00000
 39.12000, 0.01667, -33.47474,1.00000
 39.12600, 0.02000, -33.47398,1.00000
 39.13200, 0.02333, -33.47017,1.00000
 39.13600, 0.02667, -33.46330,1.00000
 39.14400, 0.03000, -33.45872,1.00000
 39.15000, 0.03333, -33.45414,1.00000
 39.15100, 0.03667, -33.45033,1.00000
 39.15700, 0.04000, -33.44957,1.00000
 39.16400, 0.04333, -33.45109,1.00000
 39.16900, 0.04667, -33.45033,1.00000
 39.17200, 0.05000, -33.44728,1.00000
 39.18100, 0.05333, -33.44346,1.00000
 39.18700, 0.05667, -33.44041,1.00000
 39.19300, 0.06000, -33.43888,1.00000
 39.19500, 0.06333, -33.43583,1.00000
 39.20400, 0.06667, -33.43431,1.00000
 39.21100, 0.07000, -33.43431,1.00000
 39.21400, 0.07333, -33.43354,1.00000
 39.22100, 0.07667, -33.43049,1.00000
 39.22400, 0.08000, -33.43126,1.00000
 39.23000, 0.08333, -33.43049,1.00000
 39.23600, 0.08667, -33.43126,1.00000
 39.24100, 0.09000, -33.43126,1.00000
 39.24800, 0.09333, -33.43126,1.00000
 39.25400, 0.09667, -33.43278,1.00000
 39.25900, 0.10000, -33.43431,1.00000
 39.26700, 0.10333, -33.43812,1.00000
 39.27200, 0.10667, -33.44499,1.00000
 39.28100, 0.11000, -33.45109,1.00000
 39.28400, 0.11333, -33.45643,1.00000
 39.29200, 0.11667, -33.46254,1.00000
 39.29700, 0.12000, -33.46711,1.00000
 39.30400, 0.12333, -33.47245,1.00000
 39.31200, 0.12667, -33.47856,1.00000
 39.31700, 0.13000, -33.48466,1.00000
 39.32300, 0.13333, -33.49153,1.00000
 39.33100, 0.13667, -33.49916,1.00000
 39.33900, 0.14000, -33.51060,1.00000
 39.34400, 0.14333, -33.52052,1.00000
 39.35200, 0.14667, -33.52891,1.00000
 39.35700, 0.15000, -33.53807,1.00000
 39.36500, 0.15333, -33.54722,1.00000
 39.37300, 0.15667, -33.56630,1.00000
 39.38300, 0.16000, -33.58079,1.00000
 39.38700, 0.16333, -33.59376,1.00000
 39.39500, 0.16667, -33.60673,1.00000
 39.40200, 0.17000, -33.62046,1.00000
 39.41000, 0.17333, -33.63572,1.00000
 39.41700, 0.17667, -33.65480,1.00000
 39.42500, 0.18000, -33.67311,1.00000
 39.43200, 0.18333, -33.69294,1.00000
 39.44100, 0.18667, -33.71202,1.00000
 39.45000, 0.19000, -33.72880,1.00000
 39.45800, 0.19333, -33.74788,1.00000
 39.46700, 0.19667, -33.76695,1.00000
 39.47400, 0.20000, -33.78831,1.00000
 39.48400, 0.20333, -33.81807,1.00000
 39.49100, 0.20667, -33.84629,1.00000
 39.49900, 0.21000, -33.87147,1.00000
 39.50700, 0.21333, -33.89665,1.00000
 39.51700, 0.21667, -33.92259,1.00000
 39.52700, 0.22000, -33.95082,1.00000
 39.53500, 0.22333, -33.98133,1.00000
 39.54600, 0.22667, -34.01109,1.00000
 39.55300, 0.23000, -34.04161,1.00000
 39.56400, 0.23333, -34.07136,1.00000
 39.57400, 0.23667, -34.10188,1.00000
 39.58200, 0.24000, -34.13316,1.00000
 39.59100, 0.24333, -34.16978,1.00000
 39.60200, 0.24667, -34.21327,1.00000
 39.61200, 0.25000, -34.25294,1.00000
 39.62300, 0.25333, -34.29033,1.00000
 39.63400, 0.25667, -34.32847,1.00000
 39.64500, 0.26000, -34.36814,1.00000
 39.65500, 0.26333, -34.41087,1.00000
 39.66700, 0.26667, -34.45893,1.00000
 39.67500, 0.27000, -34.50471,1.00000
 39.68500, 0.27333, -34.55201,1.00000
 39.69800, 0.27667, -34.60008,1.00000
 39.70800, 0.28000, -34.64891,1.00000
 39.71900, 0.28333, -34.69621,1.00000
 39.73400, 0.28667, -34.74656,1.00000
 39.74300, 0.29000, -34.79692,1.00000
 39.75700, 0.29333, -34.84803,1.00000
 39.77100, 0.29667, -34.90678,1.00000
 39.78300, 0.30000, -34.96400,1.00000
 39.79400, 0.30333, -35.01970,1.00000
 39.80600, 0.30667, -35.07768,1.00000
 39.82100, 0.31000, -35.14100,1.00000
 39.83100, 0.31333, -35.20280,1.00000
 39.84700, 0.31667, -35.27223,1.00000
 39.86300, 0.32000, -35.33708,1.00000
 39.87100, 0.32333, -35.40269,1.00000
 39.88700, 0.32667, -35.46830,1.00000
 39.90000, 0.33000, -35.53544,1.00000
 39.91500, 0.33333, -35.60487,1.00000
 39.92900, 0.33667, -35.67582,1.00000
 39.94500, 0.34000, -35.74830,1.00000
 39.96000, 0.34333, -35.82689,1.00000
 39.97600, 0.34667, -35.90394,1.00000
 39.98800, 0.35000, -35.98405,1.00000
 40.00400, 0.35333, -36.06721,1.00000
 40.01800, 0.35667, -36.15037,1.00000
 40.03700, 0.36000, -36.23353,1.00000
 40.05300, 0.36333, -36.31822,1.00000
 40.07000, 0.36667, -36.40062,1.00000
 40.08400, 0.37000, -36.48912,1.00000
 40.10100, 0.37333, -36.57991,1.00000
 40.11700, 0.37667, -36.67299,1.00000
 40.13600, 0.38000, -36.76454,1.00000
 40.15200, 0.38333, -36.85838,1.00000
 40.17300, 0.38667, -36.95298,1.00000
 40.18900, 0.39000, -37.05217,1.00000
 40.20600, 0.39333, -37.15211,1.00000
 40.22500, 0.39667, -37.25206,1.00000
 40.24400, 0.40000, -37.35200,1.00000
 40.26200, 0.40333, -37.45500,1.00000
 40.28100, 0.40667, -37.56181,1.00000
 40.30400, 0.41000, -37.67930,1.00000
 40.32100, 0.41333, -37.79603,1.00000
 40.33900, 0.41667, -37.90895,1.00000
 40.35800, 0.42000, -38.01957,1.00000
 40.37900, 0.42333, -38.13630,1.00000
 40.40100, 0.42667, -38.25837,1.00000
 40.42300, 0.43000, -38.37815,1.00000
 40.44300, 0.43333, -38.49794,1.00000
 40.46400, 0.43667, -38.62230,1.00000
 40.48600, 0.44000, -38.74589,1.00000
 40.50800, 0.44333, -38.87407,1.00000
 40.52800, 0.44667, -39.00148,1.00000
 40.54900, 0.45000, -39.13804,1.00000
 40.57200, 0.45333, -39.27613,1.00000
 40.59700, 0.45667, -39.41117,1.00000
 40.61900, 0.46000, -39.54698,1.00000
 40.64300, 0.46333, -39.68507,1.00000
 40.66500, 0.46667, -39.82621,1.00000
 40.68800, 0.47000, -39.97194,1.00000
 40.71500, 0.47333, -40.11842,1.00000
 40.73800, 0.47667, -40.26872,1.00000
 40.76400, 0.48000, -40.42207,1.00000
 40.79000, 0.48333, -40.57313,1.00000
 40.81400, 0.48667, -40.72648,1.00000
 40.83800, 0.49000, -40.88823,1.00000
 40.86800, 0.49333, -41.04539,1.00000
 40.89100, 0.49667, -41.19950,1.00000
 40.92000, 0.50000, -41.36430,1.00000
 40.94700, 0.50333, -41.53138,1.00000
 40.97500, 0.50667, -41.69694,1.00000
 41.00400, 0.51000, -41.86326,1.00000
 41.03000, 0.51333, -42.03721,1.00000
 41.06100, 0.51667, -42.21498,1.00000
 41.08600, 0.52000, -42.39427,1.00000
 41.11500, 0.52333, -42.57051,1.00000
 41.14400, 0.52667, -42.75056,1.00000
 41.17500, 0.53000, -42.93214,1.00000
 41.20600, 0.53333, -43.11677,1.00000
 41.23400, 0.53667, -43.30369,1.00000
 41.26500, 0.54000, -43.49214,1.00000
 41.29400, 0.54333, -43.68211,1.00000
 41.32900, 0.54667, -43.87819,1.00000
 41.35800, 0.55000, -44.07274,1.00000
 41.39000, 0.55333, -44.27110,1.00000
 41.42400, 0.55667, -44.47023,1.00000
 41.45600, 0.56000, -44.67622,1.00000
 41.48800, 0.56333, -44.88298,1.00000
 41.52100, 0.56667, -45.08974,1.00000
 41.55500, 0.57000, -45.29955,1.00000
 41.58900, 0.57333, -45.51393,1.00000
 41.62100, 0.57667, -45.72679,1.00000
 41.65700, 0.58000, -45.94118,1.00000
 41.69300, 0.58333, -46.15785,1.00000
 41.72900, 0.58667, -46.38063,1.00000
 41.76300, 0.59000, -46.60341,1.00000
 41.80100, 0.59333, -46.82619,1.00000
 41.83800, 0.59667, -47.05583,1.00000
 41.87400, 0.60000, -47.28319,1.00000
 41.91100, 0.60333, -47.51817,1.00000
 41.94900, 0.60667, -47.75392,1.00000
 41.98700, 0.61000, -47.99654,1.00000
 42.02400, 0.61333, -48.23381,1.00000
 42.06400, 0.61667, -48.47490,1.00000
 42.10100, 0.62000, -48.71751,1.00000
 42.14200, 0.62333, -48.96013,1.00000
 42.18000, 0.62667, -49.20885,1.00000
 42.21900, 0.63000, -49.45909,1.00000
 42.26200, 0.63333, -49.71086,1.00000
 42.30200, 0.63667, -49.96950,1.00000
 42.34100, 0.64000, -50.22661,1.00000
 42.38400, 0.64333, -50.48830,1.00000
 42.42400, 0.64667, -50.75151,1.00000
 42.46800, 0.65000, -51.01396,1.00000
 42.51100, 0.65333, -51.27946,1.00000
 42.55100, 0.65667, -51.54726,1.00000
 42.59700, 0.66000, -51.81963,1.00000
 42.64200, 0.66333, -52.09200,1.00000
 42.68700, 0.66667, -52.36589,1.00000
 42.73200, 0.67000, -52.64894,1.00000
 42.77500, 0.67333, -52.92894,1.00000
 42.81900, 0.67667, -53.21123,1.00000
 42.86700, 0.68000, -53.49428,1.00000
 42.91200, 0.68333, -53.78267,1.00000
 42.95700, 0.68667, -54.07182,1.00000
 43.00500, 0.69000, -54.36327,1.00000
 43.04900, 0.69333, -54.65471,1.00000
 43.10100, 0.69667, -54.95149,1.00000
 43.14600, 0.70000, -55.25209,1.00000
 43.19700, 0.70333, -55.55269,1.00000
 43.24300, 0.70667, -55.85481,1.00000
 43.29400, 0.71000, -56.16151,1.00000
 43.34300, 0.71333, -56.47127,1.00000
 43.39200, 0.71667, -56.77874,1.00000
 43.44500, 0.72000, -57.08849,1.00000
 43.49300, 0.72333, -57.39977,1.00000
 43.54500, 0.72667, -57.71563,1.00000
 43.59300, 0.73000, -58.03301,1.00000
 43.64500, 0.73333, -58.35497,1.00000
 43.70100, 0.73667, -58.67693,1.00000
 43.75000, 0.74000, -58.99965,1.00000
 43.80300, 0.74333, -59.32619,1.00000
 43.85700, 0.74667, -59.65883,1.00000
 43.90800, 0.75000, -59.98995,1.00000
 43.96400, 0.75333, -60.32183,1.00000
 44.01600, 0.75667, -60.65905,1.00000
 44.07300, 0.76000, -60.99627,1.00000
 44.12700, 0.76333, -61.33348,1.00000
 44.18300, 0.76667, -61.67376,1.00000
 44.23900, 0.77000, -62.01479,1.00000
 44.29500, 0.77333, -62.36040,1.00000
 44.35000, 0.77667, -62.71059,1.00000
 44.40800, 0.78000, -63.06231,1.00000
 44.46400, 0.78333, -63.41326,1.00000
 44.52400, 0.78667, -63.76802,1.00000
 44.58200, 0.79000, -64.12127,1.00000
 44.64000, 0.79333, -64.47604,1.00000
 44.70000, 0.79667, -64.83691,1.00000
 44.75700, 0.80000, -65.19778,1.00000
 44.81600, 0.80333, -65.56094,1.00000
 44.87700, 0.80667, -65.92486,1.00000
 44.93400, 0.81000, -66.29259,1.00000
 44.99500, 0.81333, -66.66262,1.00000
 45.05600, 0.81667, -67.03341,1.00000
 45.11900, 0.82000, -67.40267,1.00000
 45.18000, 0.82333, -67.77728,1.00000
 45.24300, 0.82667, -68.15340,1.00000
 45.30500, 0.83000, -68.53030,1.00000
 45.37000, 0.83333, -68.90795,1.00000
 45.43400, 0.83667, -69.28790,1.00000
 45.49400, 0.84000, -69.67089,1.00000
 45.55900, 0.84333, -70.05694,1.00000
 45.62100, 0.84667, -70.44451,1.00000
 45.68500, 0.85000, -70.83285,1.00000
 45.75100, 0.85333, -71.22347,1.00000
 45.81500, 0.85667, -71.61639,1.00000
 45.88100, 0.86000, -72.00854,1.00000
 45.94500, 0.86333, -72.40221,1.00000
 46.01300, 0.86667, -72.79894,1.00000
 46.08100, 0.87000, -73.19872,1.00000
 46.14300, 0.87333, -73.59927,1.00000
 46.21000, 0.87667, -73.99599,1.00000
 46.28100, 0.88000, -74.39272,1.00000
 46.34800, 0.88333, -74.79174,1.00000
 46.41400, 0.88667, -75.20296,1.00000
 46.48400, 0.89000, -75.61343,1.00000
 46.55400, 0.89333, -76.02312,1.00000
 46.62200, 0.89667, -76.43053,1.00000
 46.69100, 0.90000, -76.84023,1.00000
 46.76200, 0.90333, -77.25451,1.00000
 46.83200, 0.90667, -77.66955,1.00000
 46.90100, 0.91000, -78.08611,1.00000
 46.97000, 0.91333, -78.50344,1.00000
 47.04300, 0.91667, -78.92077,1.00000
 47.11300, 0.92000, -79.34344,1.00000
 47.18600, 0.92333, -79.76534,1.00000
 47.25700, 0.92667, -80.18801,1.00000
 47.33000, 0.93000, -80.61068,1.00000
 47.40300, 0.93333, -81.03411,1.00000
 47.47800, 0.93667, -81.45907,1.00000
 47.54900, 0.94000, -81.88860,1.00000
 47.62100, 0.94333, -82.31966,1.00000
 47.69500, 0.94667, -82.74767,1.00000
 47.77000, 0.95000, -83.17797,1.00000
 47.84300, 0.95333, -83.60903,1.00000
 47.91700, 0.95667, -84.04162,1.00000
 47.99100, 0.96000, -84.47421,1.00000
 48.06700, 0.96333, -84.90603,1.00000
 48.13900, 0.96667, -85.34472,1.00000
 48.21600, 0.97000, -85.78570,1.00000
 48.29400, 0.97333, -86.22210,1.00000
 48.36800, 0.97667, -86.65926,1.00000
 48.44500, 0.98000, -87.09719,1.00000
 48.52300, 0.98333, -87.53818,1.00000
 48.59800, 0.98667, -87.98145,1.00000
 48.67500, 0.99000, -88.42548,1.00000
 48.75200, 0.99333, -88.86874,1.00000
 48.82900, 0.99667, -89.31049,1.00000
 48.90800, 1.00000, -89.75375,1.00000
 48.98500, 1.00333, -90.20084,1.00000
 49.06400, 1.00667, -90.65097,1.00000
 49.14300, 1.01000, -91.09729,1.00000
 49.22200, 1.01333, -91.54514,1.00000
 49.30000, 1.01667, -91.99298,1.00000
 49.37700, 1.02000, -92.44540,1.00000
 49.45700, 1.02333, -92.89859,1.00000
 49.53600, 1.02667, -93.35025,1.00000
 49.61700, 1.03000, -93.80191,1.00000
 49.69700, 1.03333, -94.25281,1.00000
 49.77800, 1.03667, -94.70599,1.00000
 49.85800, 1.04000, -95.16299,1.00000
 49.94100, 1.04333, -95.62000,1.00000
 50.02000, 1.04667, -96.07623,1.00000
