#EXPORTTYPE:                 ,DATA SINGLE                                  
#FILE:                       ,A3-1-50Kmin-PtY2O3.ngb-sd9                   
#FORMAT:                     ,NETZSCH5                                     
#FTYPE:                      ,ANSI                                         
#IDENTITY:                   ,A3                                           
#DECIMAL:                    ,POINT                                        
#SEPARATOR:                  ,COMMA                                        
#MTYPE:                      ,DSC                                          
#INSTRUMENT:                 ,NETZSCH DSC 404F3                            
#PROJECT:                    ,Irr.Ti                                       
#DATE/TIME:                  ,2/3/2020 10:45:11 AM (UTC-5)                 
#CORR. FILE:                 ,                                             
#TEMPCAL:                    ,50K.ngb-td9                                  
#SENSITIVITY:                ,50K.ngb-ed9                                  
#LABORATORY:                 ,Short Lab                                    
#OPERATOR:                   ,CH                                           
#REMARK:                     ,Sensitivity calibration error >1000C is >20%!
#SAMPLE:                     ,PtRh+Y2O3                                    
#SAMPLE MASS /mg:            ,90.4                                         
#MATERIAL:                   ,NA                                           
#REFERENCE:                  ,PtRh+Y2O3                                    
#REFERENCE MASS /mg:         ,0                                            
#TYPE OF CRUCIBLE:           ,DSC/TG pan Pt-Rh                             
#SAMPLE CRUCIBLE MASS /mg:   ,427.2                                        
#REFERENCE CRUCIBLE MASS /mg:,437.7                                        
#PROTECTIVE GAS:             ,ARGON                                        
#FLOW RATE /(ml/min):        ,50                                           
#PURGE GAS 1:                ,<no gas>                                     
#FLOW RATE 1:                ,                                             
#PURGE GAS 2:                ,ARGON                                        
#FLOW RATE 2 /(ml/min):      ,50                                           
#M.RANGE /µV:                ,5000                                         
#TAU-R:                      ,---                                          
#CORR. CODE:                 ,000                                          
#EXO:                        ,+1                                           
#RANGE:                      ,20°C/50.0(K/min)/1000°C                      
#SEGMENT:                    ,S7/15                                        
#SEG. 7:                     ,20°C/50.0(K/min)/1000°C                      

##Temp./°C,Time/min,DSC/(uV/mg),Sensit./(uV/mW)
 29.04700,141.00333, 9.621142e-003,0.69720
 29.05300,141.00667, 9.629581e-003,0.69720
 29.03700,141.01000, 9.638021e-003,0.69720
 29.04000,141.01333, 9.646461e-003,0.69720
 29.03500,141.01667, 9.663340e-003,0.69720
 29.01600,141.02000, 9.671779e-003,0.69720
 29.03200,141.02333, 9.671779e-003,0.69720
 29.02000,141.02667, 9.663340e-003,0.69720
 29.03700,141.03000, 9.663340e-003,0.69720
 29.01900,141.03333, 9.671779e-003,0.69720
 29.00600,141.03667, 9.680219e-003,0.69720
 29.02000,141.04000, 9.680219e-003,0.69720
 28.99100,141.04333, 9.680219e-003,0.69720
 29.00000,141.04667, 9.680219e-003,0.69720
 28.98800,141.05000, 9.680219e-003,0.69720
 29.00300,141.05333, 9.671779e-003,0.69720
 28.99500,141.05667, 9.680219e-003,0.69720
 28.99200,141.06000, 9.671779e-003,0.69720
 28.98000,141.06333, 9.663340e-003,0.69720
 28.98400,141.06667, 9.654900e-003,0.69720
 28.99300,141.07000, 9.646461e-003,0.69720
 28.97800,141.07333, 9.654900e-003,0.69720
 28.96900,141.07667, 9.654900e-003,0.69720
 28.97000,141.08000, 9.663340e-003,0.69720
 28.95900,141.08333, 9.671779e-003,0.69719
 28.95900,141.08667, 9.663340e-003,0.69719
 28.96000,141.09000, 9.663340e-003,0.69719
 28.94800,141.09333, 9.671779e-003,0.69719
 28.94100,141.09667, 9.671779e-003,0.69719
 28.94900,141.10000, 9.671779e-003,0.69719
 28.94800,141.10333, 9.671779e-003,0.69719
 28.94400,141.10667, 9.654900e-003,0.69719
 28.93600,141.11000, 9.646461e-003,0.69719
 28.92700,141.11333, 9.638021e-003,0.69719
 28.93800,141.11667, 9.621142e-003,0.69719
 28.92000,141.12000, 9.612702e-003,0.69719
 28.92300,141.12333, 9.612702e-003,0.69719
 28.92500,141.12667, 9.604263e-003,0.69719
 28.92900,141.13000, 9.595823e-003,0.69719
 28.91200,141.13333, 9.595823e-003,0.69719
 28.90500,141.13667, 9.587383e-003,0.69719
 28.90600,141.14000, 9.578944e-003,0.69719
 28.90600,141.14333, 9.562065e-003,0.69719
 28.90000,141.14667, 9.545185e-003,0.69719
 28.88500,141.15000, 9.553625e-003,0.69719
 28.90000,141.15333, 9.562065e-003,0.69719
 28.88500,141.15667, 9.553625e-003,0.69719
 28.88500,141.16000, 9.545185e-003,0.69719
 28.89400,141.16333, 9.519867e-003,0.69719
 28.88200,141.16667, 9.486108e-003,0.69719
 28.87600,141.17000, 9.477669e-003,0.69719
 28.88100,141.17333, 9.460789e-003,0.69719
 28.88100,141.17667, 9.452350e-003,0.69719
 28.87300,141.18000, 9.435471e-003,0.69719
 28.86900,141.18333, 9.418591e-003,0.69719
 28.84800,141.18667, 9.418591e-003,0.69718
 28.86700,141.19000, 9.410152e-003,0.69719
 28.85700,141.19333, 9.401712e-003,0.69718
 28.84900,141.19667, 9.367954e-003,0.69718
 28.84000,141.20000, 9.367954e-003,0.69718
 28.85300,141.20333, 9.376393e-003,0.69718
 28.86100,141.20667, 9.334196e-003,0.69718
 28.85300,141.21000, 9.275118e-003,0.69718
 28.84500,141.21333, 9.224481e-003,0.69718
 28.83300,141.21667, 9.182283e-003,0.69718
 28.83300,141.22000, 9.173843e-003,0.69718
 28.81500,141.22333, 9.173843e-003,0.69718
 28.82000,141.22667, 9.182283e-003,0.69718
 28.82800,141.23000, 9.173843e-003,0.69718
 28.83400,141.23333, 9.165404e-003,0.69718
 28.82000,141.23667, 9.140085e-003,0.69718
 28.81600,141.24000, 9.114766e-003,0.69718
 28.81700,141.24333, 9.089447e-003,0.69718
 28.81300,141.24667, 9.055689e-003,0.69718
 28.81100,141.25000, 9.038810e-003,0.69718
 28.80700,141.25333, 9.013491e-003,0.69718
 28.81000,141.25667, 8.988172e-003,0.69718
 28.78400,141.26000, 8.954414e-003,0.69718
 28.79900,141.26333, 8.929095e-003,0.69718
 28.78600,141.26667, 8.895337e-003,0.69718
 28.78900,141.27000, 8.844699e-003,0.69718
 28.78800,141.27333, 8.777182e-003,0.69718
 28.79000,141.27667, 8.743424e-003,0.69718
 28.77600,141.28000, 8.709665e-003,0.69718
 28.79100,141.28333, 8.659028e-003,0.69718
 28.77600,141.28667, 8.583071e-003,0.69718
 28.76500,141.29000, 8.549313e-003,0.69718
 28.77200,141.29333, 8.515555e-003,0.69718
 28.77100,141.29667, 8.473357e-003,0.69718
 28.78100,141.30000, 8.431159e-003,0.69718
 28.78600,141.30333, 8.388961e-003,0.69718
 28.77800,141.30667, 8.355202e-003,0.69718
 28.77500,141.31000, 8.321444e-003,0.69718
 28.77000,141.31333, 8.279246e-003,0.69718
 28.77000,141.31667, 8.237048e-003,0.69718
 28.77900,141.32000, 8.177971e-003,0.69718
 28.77500,141.32333, 8.127333e-003,0.69718
 28.76800,141.32667, 8.076696e-003,0.69718
 28.75900,141.33000, 8.026058e-003,0.69718
 28.76600,141.33333, 7.983860e-003,0.69718
 28.75900,141.33667, 7.924783e-003,0.69718
 28.76800,141.34000, 7.865706e-003,0.69718
 28.75400,141.34333, 7.806629e-003,0.69717
 28.76200,141.34667, 7.747552e-003,0.69718
 28.75200,141.35000, 7.688474e-003,0.69717
 28.76500,141.35333, 7.629397e-003,0.69718
 28.76000,141.35667, 7.570320e-003,0.69718
 28.75200,141.36000, 7.502803e-003,0.69717
 28.75200,141.36333, 7.435286e-003,0.69717
 28.75200,141.36667, 7.359329e-003,0.69717
 28.75800,141.37000, 7.300252e-003,0.69717
 28.75700,141.37333, 7.224296e-003,0.69717
 28.75400,141.37667, 7.165219e-003,0.69717
 28.75100,141.38000, 7.097702e-003,0.69717
 28.75200,141.38333, 7.021746e-003,0.69717
 28.76000,141.38667, 6.962668e-003,0.69718
 28.75400,141.39000, 6.895152e-003,0.69717
 28.74300,141.39333, 6.776997e-003,0.69717
 28.73900,141.39667, 6.717920e-003,0.69717
 28.74400,141.40000, 6.650403e-003,0.69717
 28.76500,141.40333, 6.591326e-003,0.69718
 28.73300,141.40667, 6.515370e-003,0.69717
 28.75700,141.41000, 6.430974e-003,0.69717
 28.74700,141.41333, 6.346578e-003,0.69717
 28.74900,141.41667, 6.245303e-003,0.69717
 28.75600,141.42000, 6.144028e-003,0.69717
 28.74000,141.42333, 6.042753e-003,0.69717
 28.76000,141.42667, 5.941477e-003,0.69718
 28.75500,141.43000, 5.857081e-003,0.69717
 28.75900,141.43333, 5.764246e-003,0.69718
 28.75000,141.43667, 5.662971e-003,0.69717
 28.76000,141.44000, 5.561696e-003,0.69718
 28.74200,141.44333, 5.468860e-003,0.69717
